tool	VeriAbs 1.4	VeriAbs 1.4	VeriAbs 1.4	VeriAbs 1.4	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn
..\..\..\sv-benchmarks\c\loop-acceleration\simple_3-2.yml	true	87.100229689	34.19935027899919	843.2885759999999	TIMEOUT	901.324814046	432.99449390009977	1015.795712	TIMEOUT	901.356774611	416.8089244700968	973.713408	TIMEOUT	901.34364957	834.4583494609687	2284.6013439999997
..\..\..\sv-benchmarks\c\loop-acceleration\simple_4-1.yml	false(unreach-call)	225.112658239	203.5951090410017	1209.1473919999999	TIMEOUT	900.510109219	435.53748831897974	931.930112	TIMEOUT	900.945082992	426.145773478318	941.1624959999999	TIMEOUT	901.482341069	835.0213218859863	2235.8466559999997
..\..\..\sv-benchmarks\c\loop-acceleration\simple_4-2.yml	true	13.4084119	4.894838254998831	313.458688	true	8.455310992	3.433644498931244	237.871104	true	8.59541691	3.4971956578083336	233.95123199999998	true	7.666537517	3.4206611590343527	187.908096
..\..\..\sv-benchmarks\c\loop-acceleration\underapprox_1-1.yml	false(unreach-call)	17.630830935	6.8471858789998805	216.53913599999998	false(unreach-call)	12.127688783	4.46221738983877	278.12659199999996	false(unreach-call)	12.485069249	4.500889990944415	276.33664	false(unreach-call)	9.254571734	3.8533389230142348	210.1248
..\..\..\sv-benchmarks\c\loop-acceleration\underapprox_1-2.yml	true	19.590591191	6.979191682999954	337.342464	true	9.471659926	3.7505209911614656	284.95871999999997	true	9.940047116	3.820915464311838	274.481152	true	9.872480598	4.686244951968547	207.49516799999998
..\..\..\sv-benchmarks\c\loop-acceleration\underapprox_2-1.yml	false(unreach-call)	12.788084926	4.879302056999222	214.07744	false(unreach-call)	12.140373213	4.402758733136579	308.25267199999996	false(unreach-call)	12.315646867	4.457255425862968	276.14412799999997	false(unreach-call)	8.433006351	3.6848150090081617	191.340544
..\..\..\sv-benchmarks\c\loop-acceleration\underapprox_2-2.yml	true	13.913348853	4.975011148999329	318.840832	true	8.431611229	3.4504023699555546	240.754688	true	8.790481871	3.521280250977725	240.021504	true	9.116323944	3.857229362009093	201.04396799999998
..\..\..\sv-benchmarks\c\loop-crafted\simple_array_index_value_1-1.yml	true	5.14466706	2.0794295180003246	135.606272	TIMEOUT	901.870145883	828.0073204450309	1849.67168	TIMEOUT	902.216496097	830.2970551261678	1827.590144	TIMEOUT	901.29593096	879.7777367549716	356.22911999999997
..\..\..\sv-benchmarks\c\loop-crafted\simple_array_index_value_1-2.yml	false(unreach-call)	320.940672607	307.31899300799887	6586.564608	false(unreach-call)	9.918536592	3.837992544984445	269.807616	false(unreach-call)	10.426994197	3.824871350079775	258.06847999999997	false(unreach-call)	8.514940914	3.5698982379981317	204.14054399999998
..\..\..\sv-benchmarks\c\loop-crafted\simple_array_index_value_2.yml	true	5.252692345	2.0790061749994493	134.721536	TIMEOUT	902.651474797	445.17016895487905	956.657664	TIMEOUT	902.265243906	434.15798211004585	888.6353919999999	TIMEOUT	901.215180361	842.4215220379992	2200.7234559999997
..\..\..\sv-benchmarks\c\loop-crafted\simple_array_index_value_3.yml	true	5.151744018	2.083401204999973	135.233536	TIMEOUT	900.9617684	429.1580212251283	1835.78624	TIMEOUT	902.21017557	420.02570111118257	1800.2329599999998	TIMEOUT	900.802147245	841.1541533450363	2237.58336
..\..\..\sv-benchmarks\c\loop-crafted\simple_array_index_value_4.i.v+lhb-reducer.yml	TIMEOUT	900.210707216	291.71142532500016	2178.965504	TIMEOUT	902.845185653	440.5544834120665	1417.306112	TIMEOUT	902.227803199	420.65225037606433	1576.701952	true	13.689327962	7.795073453977238	302.985216
..\..\..\sv-benchmarks\c\loop-crafted\simple_array_index_value_4.i.v+nlh-reducer.yml	TIMEOUT	900.241179421	290.92725176599924	2843.488256	TIMEOUT	901.027950537	437.29384392197244	1401.667584	TIMEOUT	901.477160143	418.48537861928344	1681.465344	true	15.844939549	9.24971188197378	314.33932799999997
..\..\..\sv-benchmarks\c\loop-crafted\simple_array_index_value_4.yml	true	18.19112953	7.9909961329994985	150.24128	TIMEOUT	902.819728676	439.07021857006475	1396.953088	TIMEOUT	903.106202194	426.9890243387781	1453.4287359999998	true	13.767120105	7.792876620951574	321.2288
..\..\..\sv-benchmarks\c\loop-crafted\simple_vardep_1.yml	true	15.817994022	5.607395450000695	343.969792	true	9.439906587	3.6735803820192814	255.75423999999998	true	13.857429418	5.729177569039166	248.87295999999998	TIMEOUT (EXCEPTION)	900.670446498	816.7777998590027	1707.4135039999999
..\..\..\sv-benchmarks\c\loop-crafted\simple_vardep_2.yml	true	16.977287842	5.807255966999946	344.65792	true	10.035748066	3.8138896841555834	252.104704	true	15.731886213	6.173502529039979	252.444672	true	7.922446758	3.5902725320192985	193.6384
..\..\..\sv-benchmarks\c\loop-invgen\MADWiFi-encode_ie_ok.yml	true	88.513578459	34.651378450000266	815.149056	TIMEOUT	901.293487301	438.1307634101249	1411.50208	TIMEOUT	901.360379831	422.3350149220787	1618.4565759999998	TIMEOUT	901.297339799	881.6942593890126	351.649792
..\..\..\sv-benchmarks\c\loop-invgen\NetBSD_loop.yml	true	92.109452127	34.09013229999982	918.859776	TIMEOUT	901.455506527	433.6811508240644	1324.5276159999999	TIMEOUT	901.70511717	415.9682152126916	1357.221888	TIMEOUT	901.39291439	832.6737443799502	2275.885056
..\..\..\sv-benchmarks\c\loop-invgen\SpamAssassin-loop.i.v+cfa-reducer.yml	TIMEOUT	901.929517732	432.31515229700017	2705.809408	TIMEOUT	900.773903565	436.8221574181225	1454.358528	TIMEOUT	901.046924228	421.7256866241805	1515.27424	true	36.32401905	22.709835360001307	385.72851199999997
..\..\..\sv-benchmarks\c\loop-invgen\SpamAssassin-loop.yml	true	95.99051158	34.54719815600038	663.752704	TIMEOUT	901.319126474	430.7381812601816	1411.989504	TIMEOUT	901.467786714	417.90044008521363	1420.63616	true	21.262266306	9.005890886997804	326.651904
..\..\..\sv-benchmarks\c\loop-invgen\apache-escape-absolute.i.v+cfa-reducer.yml	TIMEOUT	900.541040788	289.99549330399896	2930.6101759999997	TIMEOUT	901.431980132	434.65013936394826	2303.5330559999998	TIMEOUT	903.082271515	422.7252576490864	2279.424	true	17.955874971	7.6448159670108	299.49951999999996
..\..\..\sv-benchmarks\c\loop-invgen\apache-escape-absolute.yml	TIMEOUT	900.766801039	883.9711096600004	858.1898239999999	TIMEOUT	901.560439431	432.685560798971	1558.216704	TIMEOUT	901.98068661	417.9234690773301	1703.907328	true	12.199366424	5.226617535983678	243.10169599999998
..\..\..\sv-benchmarks\c\loop-invgen\apache-get-tag.i.p+lhb-reducer.yml	true	29.51197726	6.77477416200054	461.29152	true	46.050891993	11.021372500108555	590.6964479999999	true	51.160739137	12.454677503090352	581.419008	TIMEOUT	902.105853727	832.3821585749974	4038.209536
..\..\..\sv-benchmarks\c\loop-invgen\apache-get-tag.i.p+nlh-reducer.yml	true	97.550044487	21.474853683999754	1877.1312639999999	true	131.381763466	44.550004086922854	1241.972736	true	154.839750299	51.434215866960585	1204.219904	TIMEOUT	901.539605838	865.686266424018	2737.512448
..\..\..\sv-benchmarks\c\loop-invgen\apache-get-tag.i.p+sep-reducer.yml	true	84.96530076	19.74300458399921	1770.5820159999998	true	165.827955503	57.22636350709945	1522.6470399999998	true	315.539896108	121.10390501376241	2240.43008	TIMEOUT	902.238728943	859.5470915870392	2370.023424
..\..\..\sv-benchmarks\c\loop-invgen\apache-get-tag.i.v+lhb-reducer.yml	true	23.43919729	5.574860761000309	351.23199999999997	true	26.067337096	6.845431443070993	437.481472	true	31.377217381	7.92300869198516	430.01856	TIMEOUT	901.395766527	841.1723103619879	3748.90496
..\..\..\sv-benchmarks\c\loop-invgen\apache-get-tag.i.v+nlh-reducer.yml	true	24.490684033	5.687289019000673	435.662848	true	25.606153063	6.586117364000529	440.68454399999996	true	31.096745231	7.933456539642066	430.42816	TIMEOUT	901.393627937	834.3890142780147	4695.851008
..\..\..\sv-benchmarks\c\loop-invgen\apache-get-tag.yml	TIMEOUT	900.781902676	883.2071853609996	1119.215616	true	22.454200219	5.886240195017308	391.274496	true	26.575847766	6.904005846939981	399.25759999999997	TIMEOUT	901.415234495	859.2686138270074	2588.4221439999997
..\..\..\sv-benchmarks\c\loop-invgen\down.yml	true	94.027905607	34.615135428999565	1268.9326079999998	TIMEOUT	900.379716171	415.4183630309999	2316.0872959999997	TIMEOUT	901.479255554	399.71147829061374	2253.824	TIMEOUT	901.258566738	811.8049993290333	4435.611648
..\..\..\sv-benchmarks\c\loop-invgen\fragtest_simple.yml	true	12.535006475	5.187149612000212	154.37824	TIMEOUT	902.26684216	404.4256686058361	2181.6688639999998	TIMEOUT	902.607713735	389.05175638524815	2151.845888	TIMEOUT	900.868310987	828.5361820010003	7081.017344
..\..\..\sv-benchmarks\c\loop-invgen\half_2.yml	true	95.296322196	34.86251517399978	960.172032	TIMEOUT	902.674729102	427.8138863260392	2931.2901119999997	TIMEOUT	902.735186669	417.0749979647808	2547.113984	TIMEOUT	900.766460279	869.6529996820027	1372.8563199999999
..\..\..\sv-benchmarks\c\loop-invgen\heapsort.yml	true	110.550831794	42.35724281200055	826.1632	TIMEOUT (EXCEPTION)	901.08303455	427.8096230949741	1399.11168	TIMEOUT	902.08579398	416.581546429079	1372.0248319999998	TIMEOUT	900.661791013	871.9174634310184	657.068032
..\..\..\sv-benchmarks\c\loop-invgen\id_build.i.p+nlh-reducer.yml	TIMEOUT	900.34296516	290.6310103679989	2675.01568	TIMEOUT	903.017476297	440.398470656015	1370.640384	TIMEOUT	902.591836946	431.4194163870998	1349.20192	true	22.928136956	9.520851778972428	394.964992
..\..\..\sv-benchmarks\c\loop-invgen\id_build.i.p+sep-reducer.yml	TIMEOUT	900.338964221	290.958092208999	2851.1272959999997	TIMEOUT	901.882906162	441.8335721101612	1334.726656	TIMEOUT	902.772719919	429.9492067359388	1383.149568	true	23.208076913	9.645336064975709	393.10540799999995
..\..\..\sv-benchmarks\c\loop-invgen\id_build.i.v+lhb-reducer.yml	TIMEOUT	900.19222285	293.266941373	2428.9853439999997	TIMEOUT	902.388344702	444.277760068886	1390.5919999999999	TIMEOUT	902.332591872	433.8533059069887	1415.766016	true	8.662743418	3.8901737129781395	189.88236799999999
..\..\..\sv-benchmarks\c\loop-invgen\id_build.yml	true	18.579946821	6.067288379001184	428.908544	true	12.760832862	4.1699803688097745	282.923008	true	12.949715721	4.300115410238504	289.32096	TIMEOUT	900.8049155	864.4154565819772	1459.761152
..\..\..\sv-benchmarks\c\loop-invgen\id_trans.yml	false(unreach-call)	17.48839859	6.810639010000159	212.83635199999998	false(unreach-call)	8.881611116	3.497901601018384	247.066624	false(unreach-call)	8.761236779	3.5852284217253327	233.86931199999998	false(unreach-call)	8.061885608	3.541355770023074	201.310208
..\..\..\sv-benchmarks\c\loop-invgen\large_const.yml	true	22.336592266	7.635185045000981	368.635904	true	13.10476202	4.305870784912258	300.613632	true	14.323447618	4.445333128795028	324.91519999999997	true	9.947196639	3.965531798021402	218.701824
..\..\..\sv-benchmarks\c\loop-invgen\nest-if3.yml	true	90.307215125	34.1429250479996	716.255232	TIMEOUT	902.461894603	436.0664892999921	1239.351296	TIMEOUT	902.724761739	427.75753123499453	1334.915072	TIMEOUT	911.177976002	893.7095765179838	363.37664
..\..\..\sv-benchmarks\c\loop-invgen\nested6.yml	TIMEOUT	900.833734572	884.1349704490003	3605.286912	TIMEOUT	900.790582858	433.5616160649806	1347.325952	TIMEOUT	902.677044602	429.10970979137346	1294.057472	TIMEOUT	901.576433418	852.4929349669837	6785.933312
..\..\..\sv-benchmarks\c\loop-invgen\nested9.yml	true	97.143024812	34.45390181899893	1175.425024	TIMEOUT	901.388577619	424.90577440918423	2009.903104	TIMEOUT	901.798563451	414.1183002619073	2013.1962879999999	TIMEOUT	900.768806582	863.2532252959791	2303.901696
..\..\..\sv-benchmarks\c\loop-invgen\sendmail-close-angle.yml	true	829.889088943	813.4028140099999	1448.2186239999999	TIMEOUT	902.74594403	430.0538984159939	2259.3003519999997	TIMEOUT	902.571101743	420.6802811399102	2277.8347519999998	TIMEOUT	900.791960936	830.8376615140005	3403.001856
..\..\..\sv-benchmarks\c\loop-invgen\seq-3.yml	true	102.086894583	35.668410787999164	994.3859199999999	TIMEOUT	901.302464683	382.26290557486936	2336.780288	TIMEOUT	901.682771534	374.63770625088364	2317.7011199999997	TIMEOUT	901.426977347	825.4534362790291	11433.168896
..\..\..\sv-benchmarks\c\loop-invgen\string_concat-noarr.yml	true	96.962609038	36.02331154600142	1048.588288	TIMEOUT	902.116576567	415.454129507998	3411.841024	TIMEOUT	901.697955994	407.4740196438506	3429.9453439999997	TIMEOUT	901.898799615	847.429472171003	11579.428864
..\..\..\sv-benchmarks\c\loop-invgen\up.yml	true	92.799128362	34.591564397000184	1068.171264	TIMEOUT	900.243063614	415.037918351125	2030.6616319999998	TIMEOUT	901.837685303	406.19339031586424	2247.151616	TIMEOUT	901.529136183	814.3178321550367	14439.645183999999
..\..\..\sv-benchmarks\c\loop-lit\afnp2014.yml	true	8.036589079	3.295340831999056	153.837568	true	135.359741073	50.95352489105426	944.2426879999999	true	140.196251732	51.969500706065446	936.087552	TIMEOUT	900.631873323	867.4685034269933	980.9510399999999
..\..\..\sv-benchmarks\c\loop-lit\bhmr2007.yml	true	89.030139849	37.6715419989996	583.10656	TIMEOUT	902.501755011	442.8449908250477	842.129408	TIMEOUT	902.659224888	431.68968374095857	783.208448	TIMEOUT	901.368555214	884.9213485309738	355.221504
..\..\..\sv-benchmarks\c\loop-lit\cggmp2005.yml	true	15.631484673	5.694878780999716	333.09081599999996	true	9.836760549	3.7702833299990743	269.217792	true	10.395586739	3.9329494358971715	252.03097599999998	true	9.357417501	3.8708893680013716	209.16224
..\..\..\sv-benchmarks\c\loop-lit\cggmp2005_variant.yml	true	85.54267952	34.39453809399856	1087.029248	TIMEOUT	901.66738583	435.44560245005414	1793.634304	TIMEOUT	902.081782348	425.5250066872686	1783.750656	TIMEOUT	901.290137452	880.2976092750323	404.176896
..\..\..\sv-benchmarks\c\loop-lit\cggmp2005b.yml	true	8.111260756	3.431243044000439	178.946048	true	9.701256621	3.754303490044549	256.63488	true	9.305439663	3.6900236452929676	232.36607999999998	true	7.799001985	3.4491048689815216	189.689856
..\..\..\sv-benchmarks\c\loop-lit\css2003.yml	true	8.22648135	3.4026670420007576	155.594752	true	10.082838739	3.742624665843323	256.856064	true	10.236851684	3.8337541981600225	266.100736	true	8.176041906	3.6322499259840697	195.784704
..\..\..\sv-benchmarks\c\loop-lit\ddlm2013.yml	unknown	786.774680855	769.687276323999	1520.3614719999998	TIMEOUT	911.636510102	433.534021594096	4962.1565439999995	TIMEOUT (EXCEPTION)	911.005208935	434.9940034272149	5031.911424	TIMEOUT	900.422827777	879.0244037609664	372.178944
..\..\..\sv-benchmarks\c\loop-lit\gcnr2008.yml	false(unreach-call)	18.419821373	7.166922587002773	212.02124799999999	false(unreach-call)	8.931335854	3.4722858760505915	254.78758399999998	false(unreach-call)	9.347043354	3.617369038052857	244.113408	false(unreach-call)	7.802172801	3.425215680967085	188.91161599999998
..\..\..\sv-benchmarks\c\loop-lit\gj2007.c.i.p+lhb-reducer.yml	true	35.345926275	11.5711081010013	451.416064	true	14.925561957	4.652962388005108	353.222656	true	15.294926624	4.693789006210864	309.772288	TIMEOUT	901.488189313	876.1334037089837	503.300096
..\..\..\sv-benchmarks\c\loop-lit\gj2007.c.i.p+nlh-reducer.yml	true	38.227654816	12.430964634000702	422.928384	true	16.716761782	5.089919280027971	374.280192	true	16.865536817	5.138243719935417	355.741696	TIMEOUT	901.443154743	883.127374919015	361.443328
..\..\..\sv-benchmarks\c\loop-lit\gj2007.yml	true	26.105154293	8.96330795799804	463.62624	true	15.011261063	4.594287757994607	333.123584	true	14.600093068	4.566012606024742	319.348736	TIMEOUT	902.017784815	871.6129317550221	577.1837439999999
..\..\..\sv-benchmarks\c\loop-lit\gj2007b.yml	true	93.930735276	35.67110523699739	841.6952319999999	TIMEOUT	901.052542176	434.68226004811004	1484.3535359999998	TIMEOUT	901.457483659	425.1811396628618	1471.0374399999998	TIMEOUT	900.674327967	872.4656987650087	669.696
..\..\..\sv-benchmarks\c\loop-lit\gr2006.yml	true	58.181796871	19.123234336999303	623.8904319999999	true	34.571323901	8.486092378851026	468.860928	true	35.001029878	8.733502539806068	512.55296	TIMEOUT	900.569453253	867.3813666880014	1389.019136
..\..\..\sv-benchmarks\c\loop-lit\gsv2008.c.i.p+cfa-reducer.yml	true	878.037940837	286.1069214759991	2458.607616	OUT OF JAVA MEMORY	743.362743772	313.41016532504	1870.753792	TIMEOUT	901.111884212	423.5218445509672	1482.3219199999999	TIMEOUT	901.303164951	881.0171130450326	495.26784
..\..\..\sv-benchmarks\c\loop-lit\gsv2008.c.i.v+cfa-reducer.yml	true	870.305369181	283.50095983199935	2946.9450239999996	OUT OF JAVA MEMORY	718.561553763	300.87770295282826	1871.64672	TIMEOUT	901.291984867	423.00905565172434	1324.249088	TIMEOUT	901.288530639	881.0173540579854	498.36851199999995
..\..\..\sv-benchmarks\c\loop-lit\gsv2008.c.i.v+lhb-reducer.yml	TIMEOUT	903.10259259	294.7875568039999	2784.546816	TIMEOUT	900.543066373	437.9618172890041	1325.481984	TIMEOUT	900.913405856	427.58892625104636	1282.9040639999998	TIMEOUT	901.288576392	881.6053065399756	472.702976
..\..\..\sv-benchmarks\c\loop-lit\gsv2008.yml	unknown	854.554396617	838.0223869959991	1472.34816	OUT OF JAVA MEMORY	704.181178325	306.8257878278382	1900.3924479999998	TIMEOUT	902.391236323	422.35795916011557	1448.845312	TIMEOUT	901.344696122	880.1371656620177	496.820224
..\..\..\sv-benchmarks\c\loop-lit\hhk2008.yml	true	90.39919361	34.57504035999955	1103.241216	TIMEOUT	901.248688342	432.7899192699697	2047.705088	TIMEOUT	902.331554418	419.9175830166787	1533.5997439999999	TIMEOUT	900.699442219	867.3733473700122	926.019584
..\..\..\sv-benchmarks\c\loop-lit\jm2006.c.i.v+cfa-reducer.yml	TIMEOUT	900.357408279	291.2555476069974	6110.523392	TIMEOUT	901.171928517	435.69801379786804	1278.091264	TIMEOUT	902.273153044	415.44437893806025	1270.910976	true	7.678398399	3.5650888750096783	186.503168
..\..\..\sv-benchmarks\c\loop-lit\jm2006.yml	true	90.948345302	34.411130582000624	1003.057152	TIMEOUT	900.748887997	433.19000803795643	1268.383744	TIMEOUT	902.105101289	415.3095678379759	1265.6762879999999	true	8.100250741	3.549062818987295	190.93504
..\..\..\sv-benchmarks\c\loop-lit\jm2006_variant.yml	true	91.637977054	34.43551109499822	957.382656	TIMEOUT	900.837601478	431.5375611409545	1332.08064	TIMEOUT	902.167487856	412.43684845790267	1362.9399039999998	TIMEOUT	901.175795927	823.6616796299932	2036.420608
..\..\..\sv-benchmarks\c\loop-lit\mcmillan2006.yml	true	5.185674535	2.1432062210005824	143.15929599999998	TIMEOUT	902.59169531	434.3816790599376	3019.399168	TIMEOUT	902.980483398	414.53777225408703	2704.908288	TIMEOUT	901.339165548	879.13697262801	373.878784
..\..\..\sv-benchmarks\c\loop-new\count_by_1.yml	true	13.585121692	4.927153714001179	313.294848	true	8.774031715	3.5016196169890463	235.933696	true	11.135054744	4.9320448958314955	229.822464	TIMEOUT	900.900115202	829.4485373619827	2212.974592
..\..\..\sv-benchmarks\c\loop-new\count_by_1_variant.yml	true	18.591290772	6.919429779001803	314.53184	true	8.549448438	3.4529794370755553	234.38540799999998	true	11.719079682	4.572210278362036	242.446336	TIMEOUT	901.025527074	837.6653307160013	2112.774144
..\..\..\sv-benchmarks\c\loop-new\count_by_2.yml	true	85.030809622	34.27066440800263	1169.4858239999999	TIMEOUT	901.178575976	435.9342236430384	1070.854144	TIMEOUT	901.320139429	420.88557834224775	1027.2686079999999	TIMEOUT	901.630412196	836.1208734799875	2214.273024
..\..\..\sv-benchmarks\c\loop-new\count_by_k.yml	true	87.755555024	34.0708840139996	956.203008	TIMEOUT	901.552588382	432.86124297138304	1543.921664	TIMEOUT	902.099384554	424.02873895689845	1520.975872	TIMEOUT	900.618938332	872.8890639119782	778.07616
..\..\..\sv-benchmarks\c\loop-new\count_by_nondet.yml	TIMEOUT	900.818289736	881.2952735660001	1169.399808	TIMEOUT	900.456621733	437.36109357420355	1005.879296	TIMEOUT	900.779215031	426.3560148701072	997.23264	TIMEOUT	901.47769061	846.6651151840342	2899.226624
..\..\..\sv-benchmarks\c\loop-new\gauss_sum.i.p+cfa-reducer.yml	true	138.17429717	40.443234382997616	1703.026688	true	156.454004022	54.69033935572952	1502.4127999999998	true	157.931720292	57.353580409195274	1535.8443519999998	TIMEOUT	901.816827116	825.9329897089629	1670.7870719999999
..\..\..\sv-benchmarks\c\loop-new\gauss_sum.i.p+lhb-reducer.yml	true	127.816278646	36.80740369100022	1584.746496	true	158.576793939	56.09471918316558	1514.213376	true	222.794607516	81.82570323580876	1498.124288	TIMEOUT	901.318987347	838.9613509839983	1647.652864
..\..\..\sv-benchmarks\c\loop-new\gauss_sum.i.v+cfa-reducer.yml	true	132.848950075	38.587606230001256	1897.5539199999998	true	156.236339247	55.25039214966819	1519.55456	true	239.218878316	83.84709219401702	1529.049088	TIMEOUT	901.805183314	830.6452383750002	1679.4214399999998
..\..\..\sv-benchmarks\c\loop-new\gauss_sum.yml	true	46.190564993	38.66354269399744	156.307456	true	88.834645968	27.005016507115215	1437.47072	true	131.575025746	41.33244351996109	1403.711488	TIMEOUT	902.050194666	826.3002274050377	1674.948608
..\..\..\sv-benchmarks\c\loop-new\half.yml	unknown	657.114929309	640.0192234679998	2159.4316799999997	TIMEOUT	900.633157752	433.7698790151626	1035.780096	TIMEOUT	901.481758101	418.3018805771135	1115.049984	TIMEOUT	900.809654587	866.5930544660077	910.770176
..\..\..\sv-benchmarks\c\loop-new\nested-1.yml	TIMEOUT	900.740850492	886.6270687270007	746.520576	TIMEOUT (EXCEPTION)	901.794962943	419.829999782145	1683.94752	TIMEOUT	902.973930669	405.5936562111601	1722.503168	TIMEOUT	900.596849697	870.7701841929811	1533.861888
..\..\..\sv-benchmarks\c\loop-industry-pattern\aiob_1.yml	true	68.127416619	24.4669338599997	626.2988799999999	true	124.138532144	80.7263566982001	708.3458559999999	true	245.499375445	171.54192245798185	1013.940224	true	79.498479557	58.68972460902296	525.3488639999999
..\..\..\sv-benchmarks\c\loop-industry-pattern\aiob_2.yml	true	64.984227384	24.51510401699852	628.826112	true	127.521380162	87.08190598804504	669.732864	true	254.8740368	185.7002568221651	784.6338559999999	true	79.754096399	58.51814183796523	492.765184
..\..\..\sv-benchmarks\c\loop-industry-pattern\aiob_3.yml	true	68.752882312	24.435428557000705	619.741184	true	127.195997696	83.26966415997595	693.20704	true	258.461045646	175.5349647598341	799.834112	true	80.800067716	58.00570225098636	529.690624
..\..\..\sv-benchmarks\c\loop-industry-pattern\aiob_4.c.v+cfa-reducer.yml	true	70.591051839	19.69491734300027	863.27296	true	101.378410154	57.25357387587428	656.605184	true	171.28639868	109.61131593817845	725.6268799999999	true	75.274357248	55.425731708004605	484.528128
..\..\..\sv-benchmarks\c\loop-industry-pattern\aiob_4.c.v+lh-reducer.yml	true	77.799875803	22.751264900001843	863.7399039999999	true	109.059661309	65.29021082492545	686.481408	true	183.027533718	124.4855992179364	1010.356224	true	69.435326947	50.57410822197562	447.61087999999995
..\..\..\sv-benchmarks\c\loop-industry-pattern\aiob_4.c.v+lhb-reducer.yml	true	96.285548994	23.934948430000077	1718.177792	true	134.531301443	61.970049070194364	910.073856	true	239.514215532	116.46929570101202	1224.761344	true	59.622390575	43.533559839008376	437.891072
..\..\..\sv-benchmarks\c\loop-industry-pattern\aiob_4.c.v+nlh-reducer.yml	true	59.546301532	19.135062453999126	513.245184	true	20.369084273	5.790686959866434	363.798528	true	20.871354442	5.841917979996651	404.557824	true	15.701711187	5.853991461975966	301.13792
..\..\..\sv-benchmarks\c\loop-industry-pattern\aiob_4.yml	true	61.103919046	22.726769746001082	639.750144	true	95.07367991	54.67849111603573	696.365056	true	156.77374687	104.21717516193166	809.394176	true	68.299238327	50.11402093700599	445.894656
..\..\..\sv-benchmarks\c\loop-industry-pattern\mod3.c.v+cfa-reducer.yml	true	15.467323612	5.895277407998947	248.87295999999998	true	15.044647486	8.27338837319985	310.317056	true	15.190238873	8.261415565386415	288.42393599999997	true	31.223083541	26.982153125980403	218.771456
..\..\..\sv-benchmarks\c\loop-industry-pattern\mod3.c.v+lhb-reducer.yml	TIMEOUT	900.135543918	861.5836350179998	2438.926336	TIMEOUT	900.739935979	856.8061467343941	1836.847104	TIMEOUT	900.715789018	857.5413716076873	2018.496512	true	15.591600007	10.905400153016672	222.86745599999998
..\..\..\sv-benchmarks\c\loop-industry-pattern\mod3.c.v+sep-reducer.yml	TIMEOUT	900.134977367	860.223539931998	2320.764928	TIMEOUT	900.787281297	851.2581329415552	1949.3150719999999	TIMEOUT	900.723336062	853.9572902880609	2034.446336	true	15.760351542	11.13721506902948	222.969856
..\..\..\sv-benchmarks\c\loop-industry-pattern\mod3.yml	true	20.416744317	9.314968833998137	396.853248	true	15.299803395	8.177416577935219	300.969984	true	15.825157245	8.668854283168912	300.150784	true	31.058585557	26.681961631053127	222.95756799999998
..\..\..\sv-benchmarks\c\loop-industry-pattern\nested-3.yml	true	98.002257653	36.06739015999847	801.4479359999999	TIMEOUT	902.430619036	417.79815409099683	1292.2593279999999	TIMEOUT	901.629993581	406.46501682372764	1492.123648	TIMEOUT	901.389359182	836.3499815129908	2283.851776
..\..\..\sv-benchmarks\c\loop-industry-pattern\ofuf_1.yml	true	31.341499614	11.059284012997523	400.248832	EXCEPTION	13.72527985	13.657418330200016	286.71180799999996	EXCEPTION	18.60346067	14.712795016821474	365.191168	EXCEPTION	9.706559793	12.881749756983481	197.32479999999998
..\..\..\sv-benchmarks\c\loop-industry-pattern\ofuf_2.yml	true	30.61682101	10.951513165000506	361.889792	EXCEPTION	13.751772042	13.593578751198947	282.574848	EXCEPTION	18.43560265	14.537085275165737	376.07424	EXCEPTION	9.556491477	12.841739822993986	191.5904
..\..\..\sv-benchmarks\c\loop-industry-pattern\ofuf_3.yml	true	30.633478218	10.922324259998277	359.66976	EXCEPTION	14.075104292	13.597781614866108	307.23686399999997	EXCEPTION	18.136394151	14.481010880786926	361.893888	EXCEPTION	9.890780606	12.874061858979985	206.098432
..\..\..\sv-benchmarks\c\loop-industry-pattern\ofuf_4.yml	true	31.071696117	11.307289641001262	365.809664	EXCEPTION	13.811122642	13.630159372929484	297.279488	EXCEPTION	17.483876009	14.373041472863406	350.666752	EXCEPTION	9.960145563	12.893437004997395	209.211392
..\..\..\sv-benchmarks\c\loop-industry-pattern\ofuf_5.yml	true	30.264388531	11.011239837000176	391.22943999999995	EXCEPTION	14.023898416	13.613437921274453	306.21696	EXCEPTION	17.359563621	14.421088691335171	336.420864	EXCEPTION	10.0273574	12.881604221009184	206.93401599999999
..\..\..\sv-benchmarks\c\loops-crafted-1\Mono1_1-1.yml	false(unreach-call)	378.276599504	358.4550354060011	7049.547775999999	TIMEOUT	900.51060879	436.29794662911445	934.187008	TIMEOUT	901.040116086	426.16930085606873	994.0049919999999	TIMEOUT	901.760611611	879.4134669620544	431.742976
